Notes,County,County Code,ICD-10 113 Cause List,ICD-10 113 Cause List Code,Deaths,Population,Crude Rate
,"Morgan County, IN",18109,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,13,767560,Unreliable
,"Morgan County, IN",18109,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,767560,Suppressed
,"Newton County, IN",18111,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,154656,Suppressed
,"Newton County, IN",18111,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,154656,Suppressed
,"Newton County, IN",18111,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,154656,Suppressed
,"Noble County, IN",18113,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,10,523790,Unreliable
,"Noble County, IN",18113,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,523790,Suppressed
,"Noble County, IN",18113,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,523790,Suppressed
,"Ohio County, IN",18115,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,65610,Suppressed
,"Ohio County, IN",18115,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,65610,Suppressed
,"Ohio County, IN",18115,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,65610,Unreliable
,"Orange County, IN",18117,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,10,216050,Unreliable
,"Orange County, IN",18117,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,216050,Suppressed
,"Orange County, IN",18117,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,216050,Suppressed
,"Owen County, IN",18119,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,12,231652,Unreliable
,"Owen County, IN",18119,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,231652,Suppressed
,"Owen County, IN",18119,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,231652,Suppressed
,"Parke County, IN",18121,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,187402,Suppressed
,"Parke County, IN",18121,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,187402,Unreliable
,"Parke County, IN",18121,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,187402,Suppressed
,"Perry County, IN",18123,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,211985,Suppressed
,"Perry County, IN",18123,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,211985,Suppressed
,"Perry County, IN",18123,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,211985,Suppressed
,"Pike County, IN",18125,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,138213,Suppressed
,"Pike County, IN",18125,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,138213,Suppressed
,"Pike County, IN",18125,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,138213,Unreliable
,"Porter County, IN",18127,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,41,1844041,2.2
,"Porter County, IN",18127,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,25,1844041,1.4
,"Porter County, IN",18127,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,16,1844041,Unreliable
,"Posey County, IN",18129,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,281080,Suppressed
,"Posey County, IN",18129,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,281080,Suppressed
,"Posey County, IN",18129,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,281080,Suppressed
,"Pulaski County, IN",18131,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,141156,Suppressed
,"Pulaski County, IN",18131,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,141156,Suppressed
,"Pulaski County, IN",18131,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,141156,Suppressed
,"Putnam County, IN",18133,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,13,414300,Unreliable
,"Putnam County, IN",18133,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,414300,Suppressed
,"Putnam County, IN",18133,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,414300,Suppressed
,"Randolph County, IN",18135,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,277985,Suppressed
,"Randolph County, IN",18135,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,277985,Suppressed
,"Randolph County, IN",18135,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,277985,Suppressed
,"Ripley County, IN",18137,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,314360,Suppressed
,"Ripley County, IN",18137,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,314360,Suppressed
,"Ripley County, IN",18137,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,314360,Suppressed
,"Rush County, IN",18139,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,185529,Suppressed
,"Rush County, IN",18139,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,185529,Suppressed
,"Rush County, IN",18139,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,185529,Suppressed
,"St. Joseph County, IN",18141,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,215,2956399,7.3
,"St. Joseph County, IN",18141,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,156,2956399,5.3
,"St. Joseph County, IN",18141,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,59,2956399,2
,"Scott County, IN",18143,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,16,262526,Unreliable
,"Scott County, IN",18143,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,12,262526,Unreliable
,"Scott County, IN",18143,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,262526,Suppressed
,"Shelby County, IN",18145,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,15,489942,Unreliable
,"Shelby County, IN",18145,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,489942,Suppressed
,"Shelby County, IN",18145,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,489942,Suppressed
,"Spencer County, IN",18147,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,227081,Suppressed
,"Spencer County, IN",18147,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,227081,Suppressed
,"Spencer County, IN",18147,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,227081,Suppressed
,"Starke County, IN",18149,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,253885,Suppressed
,"Starke County, IN",18149,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,253885,Suppressed
,"Starke County, IN",18149,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,253885,Suppressed
,"Steuben County, IN",18151,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,377986,Suppressed
,"Steuben County, IN",18151,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,377986,Suppressed
,"Steuben County, IN",18151,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,377986,Suppressed
,"Sullivan County, IN",18153,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,10,230705,Unreliable
,"Sullivan County, IN",18153,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,230705,Suppressed
,"Sullivan County, IN",18153,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,230705,Suppressed
,"Switzerland County, IN",18155,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,116523,Suppressed
,"Switzerland County, IN",18155,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,116523,Suppressed
,"Switzerland County, IN",18155,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,116523,Suppressed
,"Tippecanoe County, IN",18157,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,53,2037632,2.6
,"Tippecanoe County, IN",18157,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,30,2037632,1.5
,"Tippecanoe County, IN",18157,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,23,2037632,1.1
,"Tipton County, IN",18159,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,169564,Suppressed
,"Tipton County, IN",18159,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,169564,Suppressed
,"Tipton County, IN",18159,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,169564,Suppressed
,"Union County, IN",18161,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,79718,Suppressed
,"Union County, IN",18161,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,79718,Suppressed
,"Union County, IN",18161,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,79718,Unreliable
,"Vanderburgh County, IN",18163,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,119,1994356,6
,"Vanderburgh County, IN",18163,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,76,1994356,3.8
,"Vanderburgh County, IN",18163,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,43,1994356,2.2
,"Vermillion County, IN",18165,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,173202,Suppressed
,"Vermillion County, IN",18165,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,173202,Suppressed
,"Vermillion County, IN",18165,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,173202,Unreliable
,"Vigo County, IN",18167,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,65,1185299,5.5
,"Vigo County, IN",18167,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,27,1185299,2.3
,"Vigo County, IN",18167,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,38,1185299,3.2
,"Wabash County, IN",18169,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,350870,Suppressed
,"Wabash County, IN",18169,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,350870,Suppressed
,"Wabash County, IN",18169,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,350870,Suppressed
,"Warren County, IN",18171,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,91406,Suppressed
,"Warren County, IN",18171,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,91406,Suppressed
,"Warren County, IN",18171,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,91406,Suppressed
,"Warrick County, IN",18173,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,14,678384,Unreliable
,"Warrick County, IN",18173,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,11,678384,Unreliable
,"Warrick County, IN",18173,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,678384,Suppressed
,"Washington County, IN",18175,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,13,307504,Unreliable
,"Washington County, IN",18175,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,307504,Suppressed
,"Washington County, IN",18175,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,307504,Suppressed
,"Wayne County, IN",18177,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,38,738822,5.1
,"Wayne County, IN",18177,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,23,738822,3.1
,"Wayne County, IN",18177,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,15,738822,Unreliable
,"Wells County, IN",18179,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,307239,Suppressed
,"Wells County, IN",18179,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,307239,Suppressed
,"Wells County, IN",18179,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,307239,Suppressed
,"White County, IN",18181,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,14,267556,Unreliable
,"White County, IN",18181,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,267556,Suppressed
,"White County, IN",18181,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,267556,Suppressed
,"Whitley County, IN",18183,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,369750,Suppressed
,"Whitley County, IN",18183,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,369750,Suppressed
,"Whitley County, IN",18183,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,369750,Suppressed
,"Adair County, IA",19001,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,0,80264,Unreliable
,"Adair County, IA",19001,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,80264,Unreliable
,"Adair County, IA",19001,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,80264,Unreliable
,"Adams County, IA",19003,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,41723,Suppressed
,"Adams County, IA",19003,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,41723,Suppressed
,"Adams County, IA",19003,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,41723,Unreliable
,"Allamakee County, IA",19005,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,153863,Suppressed
,"Allamakee County, IA",19005,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,153863,Suppressed
,"Allamakee County, IA",19005,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,153863,Unreliable
,"Appanoose County, IA",19007,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,138373,Suppressed
,"Appanoose County, IA",19007,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,138373,Unreliable
,"Appanoose County, IA",19007,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,138373,Suppressed
,"Audubon County, IA",19009,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,0,63242,Unreliable
,"Audubon County, IA",19009,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,63242,Unreliable
,"Audubon County, IA",19009,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,63242,Unreliable
,"Benton County, IA",19011,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,283074,Suppressed
,"Benton County, IA",19011,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,283074,Unreliable
,"Benton County, IA",19011,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,283074,Suppressed
,"Black Hawk County, IA",19013,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,61,1453331,4.2
,"Black Hawk County, IA",19013,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,44,1453331,3
,"Black Hawk County, IA",19013,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,17,1453331,Unreliable
,"Boone County, IA",19015,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,290069,Suppressed
,"Boone County, IA",19015,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,290069,Suppressed
,"Boone County, IA",19015,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,290069,Suppressed
,"Bremer County, IA",19017,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,272132,Suppressed
,"Bremer County, IA",19017,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,272132,Suppressed
,"Bremer County, IA",19017,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,272132,Unreliable
,"Buchanan County, IA",19019,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,231754,Suppressed
,"Buchanan County, IA",19019,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,0,231754,Unreliable
,"Buchanan County, IA",19019,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,231754,Suppressed
,"Buena Vista County, IA",19021,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,222604,Suppressed
,"Buena Vista County, IA",19021,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,222604,Suppressed
,"Buena Vista County, IA",19021,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,222604,Unreliable
,"Butler County, IA",19023,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,162442,Suppressed
,"Butler County, IA",19023,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,162442,Suppressed
,"Butler County, IA",19023,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,162442,Suppressed
,"Calhoun County, IA",19025,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,107247,Suppressed
,"Calhoun County, IA",19025,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,107247,Suppressed
,"Calhoun County, IA",19025,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,107247,Suppressed
,"Carroll County, IA",19027,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,224956,Suppressed
,"Carroll County, IA",19027,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,224956,Suppressed
,"Carroll County, IA",19027,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,224956,Suppressed
,"Cass County, IA",19029,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,146854,Suppressed
,"Cass County, IA",19029,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,146854,Suppressed
,"Cass County, IA",19029,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,146854,Suppressed
,"Cedar County, IA",19031,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,203195,Suppressed
,"Cedar County, IA",19031,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,203195,Suppressed
,"Cedar County, IA",19031,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,203195,Unreliable
,"Cerro Gordo County, IA",19033,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,13,474999,Unreliable
,"Cerro Gordo County, IA",19033,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,474999,Suppressed
,"Cerro Gordo County, IA",19033,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,474999,Suppressed
,"Cherokee County, IA",19035,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,128012,Suppressed
,"Cherokee County, IA",19035,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,128012,Suppressed
,"Cherokee County, IA",19035,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,128012,Unreliable
,"Chickasaw County, IA",19037,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,133605,Suppressed
,"Chickasaw County, IA",19037,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,133605,Suppressed
,"Chickasaw County, IA",19037,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,133605,Suppressed
,"Clarke County, IA",19039,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,102667,Suppressed
,"Clarke County, IA",19039,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,102667,Suppressed
,"Clarke County, IA",19039,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,0,102667,Unreliable
,"Clay County, IA",19041,"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",GR113-127,Suppressed,179998,Suppressed
,"Clay County, IA",19041,"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)",GR113-128,Suppressed,179998,Suppressed
,"Clay County, IA",19041,"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)",GR113-129,Suppressed,179998,Suppressed
